split,activation,loss,seed,feature_set,auc,brier,log_loss,ece_10,best_epoch,mean_net_return,mean_excess_return,win_rate,turnover,worst_net_return
1,relu,return_aware_bce,442,all_motion,0.4755338379483249,0.2749166776555226,0.7497733474192799,0.13467661185905067,17,0.02582205478952464,0.015216537267808127,0.6666666666666666,0.6999999999999998,-0.02126398301528115
1,relu,return_aware_bce,2025,all_motion,0.49265242247133595,0.2828904717001413,0.7675211621857047,0.16908556592239862,17,0.0358853868074382,0.02527986928572168,0.3333333333333333,0.9333333333333332,-0.011804701448648824
1,relu,return_aware_bce,9001,all_motion,0.4939631439430232,0.2777930622067882,0.7558105362429172,0.15127207067373324,11,0.004528817961814341,-0.0060766995599021755,0.3333333333333333,0.6666666666666666,-0.03094203478776021
1,tanh,binary_cross_entropy,442,all_motion,0.5349021110791735,0.2547225968839949,0.7031970026285007,0.10316818831140284,13,0.027369866539286247,0.01676434901756973,0.6666666666666666,0.9333333333333332,-0.0063890635546121274
1,tanh,binary_cross_entropy,2025,all_motion,0.544037558685446,0.25847535925661014,0.7117621377769451,0.11275758806480689,24,0.026664106420146456,0.01605858889842994,0.3333333333333333,0.8666666666666667,-0.027250407653504304
1,tanh,binary_cross_entropy,9001,all_motion,0.46844240043435215,0.2615156450256984,0.7168554080200404,0.11427498159096226,15,-0.0030781642293052935,-0.01368368175102181,0.3333333333333333,0.8333333333333334,-0.01366471260399069
1,tanh,brier_mse,442,all_motion,0.5342122576730223,0.25457063174517486,0.7028463307141586,0.10257855247192155,13,0.027652595024786827,0.017047077503070312,0.6666666666666666,0.9333333333333332,-0.0063890635546121274
1,tanh,brier_mse,2025,all_motion,0.5436811344256012,0.2581355797608665,0.7109996609985229,0.1125195189675826,24,0.03815138370708525,0.027545866185368733,0.6666666666666666,0.8333333333333334,-0.009840271870534788
1,tanh,brier_mse,9001,all_motion,0.46851266328127494,0.26123763467938366,0.716280795182179,0.11715999319927063,15,-0.0030781642293052935,-0.01368368175102181,0.3333333333333333,0.8333333333333334,-0.01366471260399069
1,tanh,focal_gamma_1,442,all_motion,0.5292504231739644,0.25268167837909616,0.6988711942231779,0.08822741905178519,27,0.021957278658787712,0.011351761137071195,0.6666666666666666,0.8666666666666667,-0.011968800514540277
1,tanh,focal_gamma_1,2025,all_motion,0.5460700712209767,0.251660124442007,0.6967045591444339,0.10228164621942817,24,0.026058631972971206,0.01545311445125469,0.3333333333333333,0.8666666666666667,-0.029066830995030046
1,tanh,focal_gamma_1,9001,all_motion,0.4660266360065153,0.2611908941742087,0.7160872055960867,0.11334414382823726,27,0.0007397106994571483,-0.00986580682225937,0.3333333333333333,0.9,-0.02173085436949527
1,tanh,focal_gamma_2,442,all_motion,0.5260081121650537,0.2509787331694312,0.6952165806809859,0.08705043040522276,36,0.00866183837231455,-0.0019436791494019656,0.3333333333333333,0.8666666666666667,-0.015243138310473702
1,tanh,focal_gamma_2,2025,all_motion,0.5433783654306793,0.25054849518469524,0.6943816648313467,0.09399355473871385,36,0.019064310034591827,0.00845879251287531,0.6666666666666666,0.8333333333333334,-0.024149897574089384
1,tanh,focal_gamma_2,9001,all_motion,0.46878349461850477,0.2563370635257332,0.7059859032227553,0.09568167675062281,27,0.0009175457023034133,-0.009687971819413103,0.3333333333333333,0.8333333333333334,-0.025124238420172973
1,tanh,return_aware_bce,442,all_motion,0.5343425633164063,0.25581468299998017,0.7055382546991349,0.10677291119154482,13,0.027369866539286247,0.01676434901756973,0.6666666666666666,0.9333333333333332,-0.0063890635546121274
1,tanh,return_aware_bce,2025,all_motion,0.5353875634760946,0.2563256850260427,0.7064759112942001,0.11382605972478553,16,0.031086438698774765,0.020480921177058246,0.6666666666666666,0.7666666666666666,-0.008686542033152254
1,tanh,return_aware_bce,9001,all_motion,0.46737696017374086,0.26265922266046543,0.7192734953637366,0.11854655410602051,15,-0.00617607120361567,-0.016781588725332187,0.3333333333333333,0.7666666666666666,-0.02138143342138078
1,leaky_relu,binary_cross_entropy,442,all_motion,0.4695206157580403,0.2738464554168194,0.7472228950312589,0.12745211256857847,17,0.028049983210305347,0.01744446568858883,0.6666666666666666,0.6666666666666666,-0.022477577603407718
1,leaky_relu,binary_cross_entropy,2025,all_motion,0.4980077289131615,0.27668507888234156,0.7535294821941314,0.16405198382041564,17,0.03845024333457333,0.027844725812856814,0.6666666666666666,0.8333333333333334,-0.03426876128630351
1,leaky_relu,binary_cross_entropy,9001,all_motion,0.4914055763150331,0.27363182155618787,0.7455495655001422,0.14758815716625712,11,0.0034495715299279936,-0.007155945991788526,0.3333333333333333,0.7999999999999999,-0.029671324569812217
1,leaky_relu,brier_mse,442,all_motion,0.4682890996774297,0.2732509600719026,0.7456539998966734,0.13133904278494268,17,0.02572271455603792,0.015117197034321406,0.6666666666666666,0.7000000000000001,-0.022477577603407718
1,leaky_relu,brier_mse,2025,all_motion,0.495979048896554,0.2762247248911488,0.7519314751899199,0.15901693906007125,17,0.03725649052054101,0.026650972998824494,0.6666666666666666,0.8666666666666667,-0.031873006231656384
1,leaky_relu,brier_mse,9001,all_motion,0.4902647631822682,0.27521045988426585,0.7494116372778813,0.15043326131414866,15,-0.0029012668549961962,-0.013506784376712712,0.3333333333333333,0.7666666666666666,-0.02735505408529949
1,leaky_relu,focal_gamma_1,442,all_motion,0.47704512791031906,0.26414550650895213,0.723967536634462,0.11378699464717192,29,0.02034339725256919,0.009737879730852673,0.6666666666666666,0.6999999999999998,-0.031051314899031013
1,leaky_relu,focal_gamma_1,2025,all_motion,0.5051183290217496,0.26584399432677763,0.7273250797526956,0.13470818714505775,23,0.03552239780077884,0.02491688027906232,0.6666666666666666,0.8333333333333334,-0.04034945262099631
